item_id,order_id,item_type,volume_m3,weight_kg,longitude,latitude,pickup_delivery,loaded,truck_id,position_x,position_y,position_z,orientation,density,processed_timestamp,estimated_length,estimated_width,estimated_height,calculated_volume,volume_error,aspect_ratio,is_reasonable
ITEM_0064,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7884,0.2749,0.3144,0.068140276704,0.00028936760563382565,2.8679519825391053,True
ITEM_0065,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6084,0.2701,0.4148,0.06816360283200001,5.285845070445828e-05,2.2524990744168827,True
ITEM_0066,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3963,0.296,0.5811,0.06816581927999998,8.53767605631699e-05,1.9631756756756755,True
ITEM_0067,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4336,0.3836,0.4098,0.068161607808,2.3588732394379873e-05,1.1303441084462982,True
ITEM_0068,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5928,0.2552,0.4505,0.06815279328,0.00010573239436619393,2.322884012539185,True
ITEM_0069,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4641,0.2806,0.5234,0.068160529164,7.763556338132802e-06,1.8652886671418387,True
ITEM_0070,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6715,0.2614,0.3883,0.06815833783,2.4386296948352192e-05,2.568859984697781,True
ITEM_0071,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6133,0.3461,0.3211,0.068157691043,3.387554284036908e-05,1.9099968857053875,True
ITEM_0072,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4125,0.3911,0.4225,0.06816139687499999,2.04940580984428e-05,1.0802863717719253,True
ITEM_0073,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.458,0.3313,0.4493,0.06817471521999999,0.0002158923122064103,1.3824328403259887,True
ITEM_0074,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7213,0.3093,0.3055,0.06815646649500001,5.184132922515084e-05,2.361047463175123,True
ITEM_0075,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4913,0.4194,0.3308,0.068161743576,2.5580633802761067e-05,1.485187424425635,True
ITEM_0076,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4448,0.4278,0.3582,0.068160244608,3.5887323944823595e-06,1.2417643774427694,True
ITEM_0077,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,1.0528,0.3672,0.1763,0.06815549260800001,6.612957746462502e-05,5.971639251276233,True
ITEM_0078,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4157,0.353,0.4645,0.06816170545,2.502127347418162e-05,1.3158640226628897,True
ITEM_0079,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6398,0.2823,0.3774,0.06816430479600001,6.315721831004321e-05,2.2663832801983705,True
ITEM_0080,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4465,0.3881,0.3933,0.068153639445,9.331800176058116e-05,1.1504766812677145,True
ITEM_0081,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7407,0.3492,0.2635,0.06815491794000002,7.456073943633629e-05,2.8110056925996205,True
ITEM_0082,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3752,0.4166,0.4361,0.068166058352,8.88842723004962e-05,1.162313432835821,True
ITEM_0083,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3738,0.4454,0.4094,0.068161218888,1.7882746478933933e-05,1.191546281433922,True
ITEM_0084,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7598,0.2601,0.3449,0.068160510702,7.492693661898966e-06,2.9211841599384853,True
ITEM_0085,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5211,0.4489,0.2914,0.068164809606,7.05634683099849e-05,1.7882635552505148,True
ITEM_0086,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4317,0.391,0.4039,0.06817617932999999,0.00023737279929563854,1.104092071611253,True
ITEM_0087,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5706,0.3665,0.3259,0.06815380491,9.089040492949054e-05,1.7508438171218164,True
ITEM_0088,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4006,0.4279,0.3976,0.06815529582400001,6.901666666647046e-05,1.0762072434607646,True
ITEM_0089,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3156,0.3328,0.649,0.06816556032,8.157746478873821e-05,2.0564005069708493,True
ITEM_0090,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,1.1269,0.3819,0.1584,0.06816951662400002,0.00013962183098620016,7.1142676767676765,True
ITEM_0091,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3903,0.3902,0.4475,0.06815203935,0.00011679357394365565,1.146847770374167,True
ITEM_0092,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4018,0.429,0.3954,0.06815596788,5.9156690140802316e-05,1.0849772382397573,True
ITEM_0093,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6174,0.2834,0.3896,0.068168763936,0.00012857887323935885,2.178546224417784,True
ITEM_0094,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3982,0.4448,0.3848,0.06815552972799999,6.558497652600154e-05,1.155925155925156,True
ITEM_0095,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.7281,0.3289,0.2846,0.068153756814,9.159603873233835e-05,2.5583274771609275,True
ITEM_0096,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3858,0.4101,0.4308,0.068159702664,4.362323943690204e-06,1.1166407465007777,True
ITEM_0097,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4923,0.4535,0.3053,0.06816068266500001,1.0015625000223545e-05,1.6125122830003276,True
ITEM_0098,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.4168,0.3919,0.4173,0.06816341781600001,5.01440140846425e-05,1.0648124521561622,True
ITEM_0099,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3131,0.5419,0.4017,0.06815599311300001,5.878648767588308e-05,1.7307569466624084,True
ITEM_0100,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.8819,0.4448,0.1738,0.068176373056,0.00024021502347412542,5.074223245109321,True
ITEM_0101,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5691,0.268,0.4469,0.06816065172,9.56161971843235e-06,2.1235074626865673,True
ITEM_0102,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3309,0.3215,0.6407,0.06816045304500001,6.6467869720522935e-06,1.992846034214619,True
ITEM_0103,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.851,0.3015,0.2657,0.06817237605,0.0001815735035211068,3.202860368837034,True
ITEM_0104,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3906,0.3643,0.479,0.06815958282,6.120598591601668e-06,1.3148503980236068,True
ITEM_0105,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.489,0.3046,0.4576,0.06815924543999999,1.107042253536216e-05,1.6053841103086015,True
ITEM_0106,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5078,0.2601,0.5161,0.068165858358,8.595008802820007e-05,1.984236831987697,True
ITEM_0107,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.547,0.2654,0.4696,0.06817361648000002,0.00019977230046977574,2.06103993971364,True
ITEM_0108,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.436,0.4183,0.3737,0.06815495755999999,7.397946009397625e-05,1.1667112657211667,True
ITEM_0109,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.5658,0.2747,0.4385,0.06815397650999999,8.837279929587268e-05,2.059701492537313,True
ITEM_0110,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6258,0.5794,0.188,0.06816664176000001,9.744366197196369e-05,3.328723404255319,True
ITEM_0111,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6699,0.3498,0.2909,0.06816689371800001,0.0001011402288734519,2.3028532141629428,True
ITEM_0112,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3695,0.3971,0.4646,0.06817003787,0.00014726921948367077,1.2573748308525035,True
ITEM_0113,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.3709,0.4012,0.458,0.06815272664000001,0.00010671009389657037,1.2348341871124293,True
ITEM_0114,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.6205,0.2346,0.4682,0.06815554626,6.534242957736683e-05,2.6449275362318843,True
ITEM_0115,ORDER_0026,食品,0.06816,32.6,104.164075,30.802111,取货需求,False,,,,,,478.2863779594135,2025-09-16 23:45:33.433026,0.422,0.3205,0.5039,0.06815297890000001,0.00010300909624398978,1.5722308892355694,True
